"Name","Pos","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ","playerid"
"Buck Fausett","3B","6","","","6","20","0","","","1","","","","","","","","","1.000","1","1003959"
"Al Ferrara","LF","5","3","23.2","7","0","0","","","0","","","","","","","","","1.000","1","1004003"
"Tom Foley","2B","33","22","200.1","44","74","1","","","16","","","","","","","","",".992","1","1004200"
"Tom Foley","SS","135","101","920.2","181","304","15","","","57","","","","","","","","",".970","1","1004200"
"Dee Fondy","1B","36","9","142.1","135","16","2","","","15","","","","","","","","",".987","1","1004204"
"Mike Frank","CF","25","20","197.2","59","1","0","","","0","","","","","","","","","1.000","1","1004302"
"Mike Frank","LF","1","0","1.0","1","0","0","","","0","","","","","","","","","1.000","1","1004302"
"Phil Gagliano","2B","6","0","19.1","3","5","0","","","0","","","","","","","","","1.000","1","1004425"
"Guillermo Garcia","C","11","9","82.2","74","6","1","","","1","","","","","9","7","2","2",".988","1","1004501"
"Mike Grace","3B","2","0","4.0","0","2","0","","","0","","","","","","","","","1.000","1","1004914"
"George Grantham","1B","22","","","229","12","2","","","16","","","","","","","","",".992","1","1004947"
"Willie Greene","1B","9","6","55.0","48","2","0","","","2","","","","","","","","","1.000","1","1005015"
"Willie Greene","SS","16","10","91.2","18","33","2","","","9","","","","","","","","",".962","1","1005015"
"Bill Gray","2B","28","","","52","84","13","","","11","","","","","","","","",".913","1","1005031"
"Bill Gray","SS","13","","","14","42","8","","","2","","","","","","","","",".875","1","1005031"
"Ken Griffey","CF","121","118","992.2","308","6","3","","","2","","","","","","","","",".991","1","1005044"
"Joe Hague","RF","24","24","156.0","32","2","0","","","1","","","","","","","","","1.000","1","1005200"
"Tommy Harper","3B","11","7","63.1","6","13","1","","","1","","","","","","","","",".950","1","1005383"
"Cesar Hernandez","CF","13","6","67.1","19","2","1","","","0","","","","","","","","",".955","1","1005698"
"Bill Hobbs","SS","6","","","9","27","2","","","3","","","","","","","","",".947","1","1005869"
"Dick Hoblitzel","2B","7","","","7","16","0","","","2","","","","","","","","","1.000","1","1005871"
"Thomas Howard","CF","98","76","644.0","188","6","1","","","2","","","","","","","","",".995","1","1006090"
"Charlie James","LF","3","3","22.0","5","0","0","","","0","","","","","","","","","1.000","1","1006346"
"Julian Javier","2B","5","2","19.0","3","6","0","","","0","","","","","","","","","1.000","1","1006371"
"Stan Jefferson","LF","4","2","19.2","2","0","0","","","0","","","","","","","","","1.000","1","1006382"
"Darrell Johnson","C","22","19","159.0","115","12","0","","","2","","","","","12","8","2","7","1.000","1","1006439"
"Jeff Jones","RF","5","5","45.0","10","0","0","","","0","","","","","","","","","1.000","1","1006567"
"Eddie Joost","3B","5","","","4","15","0","","","0","","","","","","","","","1.000","1","1006604"
"Eddie Kasko","SS","247","225","1944.2","436","658","36","","","145","","","","","","","","",".968","1","1006711"
"Joe Kelley","1B","128","","","1156","85","15","","","54","","","","","","","","",".988","1","1006776"
"Joe Kelley","3B","18","","","26","37","5","","","0","","","","","","","","",".927","1","1006776"
"Junior Kennedy","3B","18","7","75.1","6","14","0","","","1","","","","","","","","","1.000","1","1006845"
"Junior Kennedy","SS","5","5","45.0","10","16","0","","","2","","","","","","","","","1.000","1","1006845"
"Marty Keough","RF","104","70","698.1","137","5","0","","","2","","","","","","","","","1.000","1","1006857"
"Hal King","C","14","6","65.0","32","2","0","","","1","","","","","2","1","1","1","1.000","1","1006930"
"Bobby Klaus","3B","11","6","61.0","8","18","0","","","1","","","","","","","","","1.000","1","1006987"
"Alan Knicely","LF","3","3","23.0","7","0","0","","","0","","","","","","","","","1.000","1","1007035"
"Ray Knight","LF","7","2","24.0","7","1","0","","","0","","","","","","","","","1.000","1","1007043"
"Larry Kopf","2B","6","","","11","21","3","","","3","","","","","","","","",".914","1","1007105"
"Ray Lamanno","C","400","","","1737","207","40","","","30","","","","","","","24","",".980","1","1007270"
"Don Lang","3B","15","","","15","25","1","","","3","","","","","","","","",".976","1","1007314"
"Terry Lee","1B","8","6","45.0","36","7","0","","","1","","","","","","","","","1.000","1","1007467"
"Hans Lobert","2B","10","","","21","29","2","","","0","","","","","","","","",".962","1","1007684"
"Whitey Lockman","CF","1","0","2.0","2","0","0","","","0","","","","","","","","","1.000","1","1007694"
"Baldy Louden","SS","23","","","41","72","6","","","3","","","","","","","","",".950","1","1007766"
"Clyde Manion","C","105","","","278","55","7","","","7","","","","","","","4","",".979","1","1008059"
"Lefty Marr","SS","3","","","1","7","0","","","0","","","","","","","","","1.000","1","1008129"
"Dave Martinez","LF","3","3","26.0","8","1","0","","","0","","","","","","","","","1.000","1","1008160"
"Dave Martinez","RF","6","2","26.0","6","1","0","","","1","","","","","","","","","1.000","1","1008160"
"Bobby Mattick","3B","5","","","4","11","0","","","0","","","","","","","","","1.000","1","1008260"
"Bobby Mattick","SS","15","","","31","37","1","","","7","","","","","","","","",".986","1","1008260"
"Lloyd McClendon","C","35","16","179.2","132","12","1","","","2","","","","","12","5","2","1",".993","1","1008394"
"Terry McGriff","C","72","55","514.0","364","33","7","","","3","","","","","66","29","2","13",".983","1","1008549"
"Roy McMillan","2B","11","4","39.2","4","14","1","","","2","","","","","","","","",".947","1","1008643"
"Roy McMillan","3B","12","","","13","28","1","","","5","","","","","","","","",".976","1","1008643"
"Bill Merritt","3B","3","","","2","10","1","","","2","","","","","","","","",".923","1","1008784"
"Bill Merritt","C","44","","","120","45","8","","","3","","","","","","","9","",".954","1","1008784"
"Eddie Miksis","RF","24","0","49.2","16","0","0","","","0","","","","","","","","","1.000","1","1008854"
"George Miller","C","6","","","30","9","1","","","1","","","","","","","6","",".975","1","1008898"
"Kevin Mitchell","RF","2","2","18.0","7","1","0","","","0","","","","","","","","","1.000","1","1009004"
"Keith Mitchell","RF","2","2","18.0","6","0","0","","","0","","","","","","","","","1.000","1","1009005"
"Hugh Nicol","2B","20","","","53","43","4","","","9","","","","","","","","",".960","1","1009574"
"Al Niehaus","1B","45","","","398","26","5","","","39","","","","","","","","",".988","1","1009579"
"Bert Niehoff","2B","3","","","3","9","0","","","0","","","","","","","","","1.000","1","1009581"
"Ron Oester","2B","1171","1092","9753.1","2591","3197","116","","","647","","","","","","","","",".980","1","1009739"
"Joe Oliver","1B","20","6","72.0","58","5","0","","","5","","","","","","","","","1.000","1","1009778"
"Ivy Olson","2B","39","","","88","125","14","","","17","","","","","","","","",".938","1","1009793"
"Paul O'Neill","1B","23","18","163.0","190","8","2","","","16","","","","","","","","",".990","1","1009818"
"Jimmy Outlaw","3B","41","","","41","87","12","","","4","","","","","","","","",".914","1","1009909"
"Kelly Paris","3B","16","13","110.2","13","27","0","","","0","","","","","","","","","1.000","1","1009994"
"Don Pavletich","1B","130","93","837.1","793","44","4","","","66","","","","","","","","",".995","1","1010086"
"Heinie Peitz","3B","22","","","29","45","4","","","2","","","","","","","","",".949","1","1010131"
"Vada Pinson","CF","1497","1473","13162.2","3448","101","72","","","14","","","","","","","","",".980","1","1010360"
"Pinky Pittenger","SS","71","","","133","194","19","","","48","","","","","","","","",".945","1","1010375"
"Bill Plummer","1B","1","0","7.0","8","0","0","","","1","","","","","","","","","1.000","1","1010399"
"Abner Powell","SS","6","","","3","23","5","","","2","","","","","","","","",".839","1","1010479"
"John Powers","RF","1","1","9.0","3","0","0","","","0","","","","","","","","","1.000","1","1010500"
"Phil Powers","1B","7","","","45","7","3","","","5","","","","","","","","",".946","1","1010503"
"Luis Quinones","SS","29","12","164.0","28","60","5","","","12","","","","","","","","",".946","1","1010614"
"Bill Rariden","C","107","","","390","101","10","","","8","","","","","","","5","",".980","1","1010701"
"Johnny Rawlings","2B","7","","","3","17","2","","","1","","","","","","","","",".909","1","1010720"
"Johnny Riddle","C","34","","","69","12","0","","","3","","","","","","","0","","1.000","1","1010948"
"Tony Robello","2B","11","","","15","23","0","","","3","","","","","","","","","1.000","1","1011020"
"Bill Rodgers","SS","7","","","11","15","1","","","1","","","","","","","","",".963","1","1011096"
"Joe Rossi","C","46","","","192","21","4","","","3","","","","","","","0","",".982","1","1011232"
"Chico Ruiz","1B","18","0","31.0","43","2","1","","","2","","","","","","","","",".978","1","1011298"
"Ted Savage","RF","4","0","12.0","5","0","0","","","0","","","","","","","","","1.000","1","1011470"
"Admiral Schlei","1B","30","","","281","20","6","","","14","","","","","","","","",".981","1","1011566"
"Admiral Schlei","C","423","","","1869","622","84","","","45","","","","","","","58","",".967","1","1011566"
"Pop Schriver","C","53","","","147","42","8","","","3","","","","","","","6","",".959","1","1011616"
"Chris Sexton","SS","14","13","118.0","25","37","3","","","6","","","","","","","","",".954","1","1011771"
"Cy Seymour","3B","1","","","0","4","0","","","0","","","","","","","","","1.000","1","1011777"
"Eddie Shokes","1B","29","","","262","14","1","","","26","","","","","","","","",".996","1","1011922"
"Ed Sicking","2B","25","","","60","87","7","","","9","","","","","","","","",".955","1","1011946"
"Willie Smith","1B","10","9","80.0","80","9","0","","","10","","","","","","","","","1.000","1","1012216"
"Van Snider","LF","11","3","45.2","10","0","0","","","0","","","","","","","","","1.000","1","1012231"
"Van Snider","RF","5","4","34.0","11","0","0","","","0","","","","","","","","","1.000","1","1012231"
"Harry Spilman","3B","8","4","53.1","6","13","0","","","0","","","","","","","","","1.000","1","1012343"
"Jimmy Stewart","RF","8","0","17.0","2","0","0","","","0","","","","","","","","","1.000","1","1012522"
"Billy Sullivan","3B","15","","","18","30","1","","","5","","","","","","","","",".980","1","1012684"
"Champ Summers","RF","35","26","234.0","48","0","1","","","0","","","","","","","","",".980","1","1012718"
"Eddie Taubensee","LF","6","4","30.2","3","1","0","","","0","","","","","","","","","1.000","1","1012845"
"Tommy Thevenow","3B","12","","","6","20","0","","","3","","","","","","","","","1.000","1","1012952"
"Frank Thomas","1B","14","14","118.0","111","15","2","","","11","","","","","","","","",".984","1","1012976"
"Eddie Tiemeyer","3B","3","","","1","6","0","","","1","","","","","","","","","1.000","1","1013059"
"Alex Trevino","C","185","154","1384.1","1097","90","22","","","9","","","","","120","55","13","33",".982","1","1013180"
"Ted Uhlaender","RF","23","19","169.0","32","1","0","","","0","","","","","","","","","1.000","1","1013264"
"Mike Vail","LF","50","43","331.0","75","6","1","","","0","","","","","","","","",".988","1","1013309"
"Max Venable","CF","19","5","64.1","19","0","0","","","0","","","","","","","","","1.000","1","1013401"
"Fritz Von Kolnitz","3B","38","","","29","63","8","","","5","","","","","","","","",".920","1","1013453"
"John Vukovich","3B","31","14","144.0","12","37","4","","","4","","","","","","","","",".925","1","1013463"
"Jerome Walton","1B","10","3","37.0","38","0","1","","","2","","","","","","","","",".974","1","1013593"
"Jerome Walton","CF","55","30","279.2","80","2","2","","","0","","","","","","","","",".976","1","1013593"
"Jerome Walton","RF","14","3","48.0","19","1","0","","","0","","","","","","","","","1.000","1","1013593"
"Pat Watkins","RF","28","8","94.1","22","1","1","","","0","","","","","","","","",".958","1","1013672"
"Dallas Williams","CF","3","2","21.0","6","0","0","","","0","","","","","","","","","1.000","1","1013986"
"Nigel Wilson","LF","2","0","11.1","2","0","0","","","0","","","","","","","","","1.000","1","1014099"
"Herm Winningham","CF","176","101","1047.0","295","6","7","","","0","","","","","","","","",".977","1","1014139"
"Herm Winningham","LF","64","20","274.0","69","2","1","","","0","","","","","","","","",".986","1","1014139"
"Herm Winningham","RF","23","14","150.0","41","1","0","","","0","","","","","","","","","1.000","1","1014139"
"Joel Youngblood","CF","3","2","19.0","7","1","0","","","1","","","","","","","","","1.000","1","1014383"
"Paul Konerko","1B","7","5","44.0","38","6","0","","","1","","","","","","","","","1.000","0","242"
"Chris Stynes","CF","2","0","3.0","0","0","0","","","0","","","","","","","","",".000","0","303"
"Chris Stynes","SS","2","0","5.0","1","2","0","","","1","","","","","","","","","1.000","0","303"
"Aaron Boone","SS","30","16","166.0","30","59","5","4","1","9","4","3","0","","","","","",".947","0","311"
"Juan Castro","3B","172","75","816.0","72","172","9","3","5","17","14","0","3","","","","","",".964","0","315"
"Gookie Dawkins","SS","42","21","246.0","41","71","5","2","1","20","4","2","0","","","","","",".957","0","316"
"Barry Larkin","2B","3","2","18.1","4","6","0","","","1","","","","","","","","","1.000","0","335"
"Jason LaRue","1B","2","1","14.0","12","1","0","0","0","0","0","0","0","0","","","","","1.000","0","337"
"Jason LaRue","3B","3","3","26.0","4","6","1","","","0","","","","","","","","",".909","0","337"
